Word,Frequency_fake,Frequency_real
"'pistol',",8,11
"'lung',",8,6
"'homeown',",8,21
"'annex',",8,61
"'hound',",8,6
"'lowerincom',",8,39
"'downsid',",8,6
"'overst',",8,8
"'innov',",8,73
"'cautiou',",8,37
"'transact',",8,90
"'inadequ',",8,27
"'lender',",8,69
"'existenti',",8,9
"'menac',",8,8
"'stimulu',",8,22
"'shortterm',",8,125
"'aspen',",8,10
"'demis',",8,16
"'farther',",8,8
"'penetr',",8,7
"'usmexico',",8,46
"'tunnel',",8,16
"'submiss',",8,13
"'lag',",8,13
"'sixmonth',",8,19
"'amash',",8,14
"'tiebreak',",8,30
"'unlimit',",8,15
"'apparatu',",8,6
"'lure',",8,14
"'conting',",8,21
"'angu',",8,12
"'belgium',",8,17
"'rebuf',",8,26
"'predomin',",8,6
"'irrepar',",8,9
"'lui',",8,20
"'purport',",8,20
"'ultimatum',",8,9
"'statehous',",8,29
"'umbrella',",8,18
"'vinson',",8,23
"'sputnik',",8,21
"'stateown',",8,27
"'revolutionari',",8,25
"'contempl',",8,17
"'inclin',",8,14
"'freed',",8,14
"'derek',",8,7
"'unwis',",8,15
"'reviv',",8,145
"'carpet',",8,9
"'cigarett',",8,9
"'morri',",8,6
"'deterr',",8,15
"'shelv',",8,24
"'chees',",8,15
"'repress',",8,6
"'devis',",8,22
"'downtown',",8,20
"'chide',",8,13
"'delic',",8,10
"'fractur',",8,15
"'gaug',",8,13
"'durbin',",8,72
"'tribal',",8,29
"'auction',",8,6
"'surgeon',",8,7
"'upheld',",8,53
"'profoundli',",8,10
"'malign',",8,7
"'counterterror',",8,64
"'chad',",8,33
"'viktor',",8,20
"'connolli',",8,6
"'setback',",8,86
"'proclam',",8,30
"'telegraph',",8,9
"'liz',",8,12
"'ripe',",8,6
"'dignitari',",8,13
"'stricter',",8,38
"'argentina',",8,11
"'fuller',",8,8
"'arbitrari',",8,11
"'ambush',",8,10
"'softwar',",8,88
"'wield',",8,18
"'rebel',",8,70
"'uber',",8,18
"'debut',",8,8
"'sergeant',",8,12
"'twostat',",8,14
"'crackdown',",8,98
"'veer',",8,9
"'keen',",8,21
"'atom',",8,25
"'abrupt',",8,32
"'gordon',",8,10
"'clarenc',",8,10
"'harp',",8,7
"'blasio',",8,38
"'ovat',",8,14
"'narrowli',",8,58
"'thereaft',",8,9
"'unsur',",8,13
"'categor',",8,11
"'omiss',",8,9
"'pasco',",8,7
"'forg',",8,38
"'detractor',",8,9
"'andr',",8,14
"'slightest',",8,6
"'alassad',",8,79
"'kaveladz',",8,13
"'ash',",8,19
"'venezuela',",8,122
"'marathon',",8,12
"'geopolit',",8,17
"'staunchest',",8,8
"'richardson',",8,8
"'leonard',",8,15
"'gchq',",8,18
"'irrevers',",8,6
"'kenni',",8,8
"'kian',",8,17
"'laud',",8,19
"'abram',",8,21
"'capita',",8,8
"'bracket',",8,63
"'farreach',",8,17
"'compon',",8,45
"'bori',",8,8
"'guitar',",8,6
"'felon',",8,6
"'callista',",8,7
"'emmi',",8,14
"'metric',",8,16
"'yearbook',",8,9
"'alexi',",8,9
"'mateer',",8,8
"'leach',",8,11
"'burk',",7,7
"'reckon',",7,7
"'substitut',",7,11
"'nichola',",7,13
"'excerpt',",7,18
"'mac',",7,11
"'roadblock',",7,14
"'lowlevel',",7,7
"'pawn',",7,10
"'coon',",7,25
"'leo',",7,24
"'substant',",7,28
"'tweak',",7,37
"'embark',",7,8
"'array',",7,24
"['us',",7,656
"'untruth',",7,9
"'soho',",7,18
"'toppl',",7,12
"'forbidden',",7,19
"'labrador',",7,7
"'peril',",7,20
"'dial',",7,10
"'lyndon',",7,7
"'balk',",7,33
"'trumpputin',",7,9
"'vaughn',",7,6
"'outsourc',",7,9
"'withdrew',",7,74
"'casey',",7,12
"'colombia',",7,17
"'overrul',",7,7
"'trumpet',",7,6
"'spate',",7,9
"'batter',",7,16
"'hinder',",7,52
"'cordial',",7,9
"'peanut',",7,7
"'sadden',",7,6
"'withdrawn',",7,39
"'montgomeri',",7,10
"'tsai',",7,24
"'noon',",7,9
"'labour',",7,12
"'blueprint',",7,74
"'bipartisanship',",7,25
"'entrepreneur',",7,23
"'aboutfac',",7,6
"'poorer',",7,12
"'thencandid',",7,15
"'messeng',",7,6
"'readili',",7,6
"'reclaim',",7,6
"'rash',",7,7
"'youngstown',",7,6
"'contamin',",7,12
"'denis',",7,7
"'emanuel',",7,48
"'forfeit',",7,19
"'vacuum',",7,7
"'timothi',",7,10
"'bluecollar',",7,8
"'nephew',",7,10
"'pill',",7,30
"'pensacola',",7,10
"'bind',",7,23
"'embattl',",7,19
"'topsecret',",7,9
"'dioxid',",7,48
"'middleclass',",7,75
"'supplier',",7,41
"'framework',",7,105
"'offset',",7,105
"'hungari',",7,6
"'lamar',",7,46
"'rollout',",7,16
"'clot',",7,9
"'destin',",7,9
"'sharon',",7,8
"'prolifer',",7,15
"'walt',",7,9
"'mainland',",7,36
"'interst',",7,7
"'carrol',",7,7
"'kendal',",7,6
"'down',",7,50
"'shovel',",7,9
"'centerpiec',",7,17
"'jacksonvil',",7,6
"'mute',",7,16
"'engulf',",7,16
"'pakistan',",7,183
"'lawenforc',",7,8
"'extort',",7,9
"'plank',",7,10
"'viabil',",7,11
"'backchannel',",7,11
"'unseat',",7,14
"'caribbean',",7,28
"'modif',",7,13
"'backup',",7,6
"'wholesal',",7,10
"'martinez',",7,15
"'bypass',",7,21
"'vessel',",7,23
"['judg',",7,17
"'asylum',",7,56
"'schuster',",7,6
"'vinc',",7,7
"'patti',",7,45
"'ho',",7,18
"'ratifi',",7,17
"'mosul',",7,42
"'leon',",7,20
"'foremost',",7,9
"'backdrop',",7,10
"'dynam',",7,45
"'ari',",7,6
"'hale',",7,6
"'brace',",7,10
"'billboard',",7,7
"'weari',",7,6
"'limbo',",7,22
"'lessen',",7,15
"'sizabl',",7,9
"'hawkish',",7,18
"'fledgl',",7,9
"'blake',",7,17
"'flown',",7,10
"'duckworth',",7,6
"'leigh',",7,8
"'misstep',",7,9
"'sober',",7,6
"'goodlatt',",7,30
"'volatil',",7,18
"'manchest',",7,20
"'sail',",7,14
"'haiti',",7,13
"'llc',",7,37
"'overseen',",7,17
"'midwest',",7,18
"'northwest',",7,9
"'stronghold',",7,26
"'templ',",7,7
"'bangladesh',",7,21
"'deton',",7,9
"'animu',",7,7
"'passport',",7,40
"'dust',",7,8
"'cultiv',",7,14
"'gubernatori',",7,21
"'rear',",7,10
"'altitud',",7,15
"'entrench',",7,8
"'mileston',",7,12
"'secondari',",7,16
"'coauthor',",7,17
"'woolsey',",7,34
"'unnerv',",7,6
"'ammunit',",7,14
"'aerial',",7,10
"'parcel',",7,9
"'earner',",7,41
"'newborn',",7,14
"'fatherinlaw',",7,10
"'skinni',",7,27
"'notch',",7,15
"'unseal',",7,7
"'taxat',",7,42
"'stonewal',",7,10
"'shelbi',",7,19
"'revisit',",7,32
"'cbp',",7,16
"'displac',",7,25
"'declassifi',",7,12
"'resurg',",7,6
"'reaffirm',",6,36
"'voluntari',",6,37
"'analyt',",6,9
"'thom',",6,9
"'fisher',",6,6
"['mexico',",6,22
"'taxexempt',",6,33
"'proxi',",6,8
"'necess',",6,12
"'mismanag',",6,8
"'bureaucraci',",6,39
"'madeup',",6,8
"'reset',",6,23
"'antiqu',",6,26
"'dehydr',",6,10
"'pierc',",6,6
"'pyongyang',",6,323
"'horizon',",6,11
"'counterproduct',",6,14
"'bonu',",6,6
"'stride',",6,6
"'calendar',",6,23
"'median',",6,10
"'philosophi',",6,8
"'bowman',",6,9
"'absorb',",6,10
"'ratio',",6,18
"'reluctantli',",6,18
"'sicker',",6,12
"'tampa',",6,6
"'clamor',",6,11
"'tpp',",6,22
"'zealand',",6,15
"'ruffl',",6,6
"'unexpectedli',",6,13
"'muscl',",6,14
"'codifi',",6,12
"'catherin',",6,6
"'donnelli',",6,16
"'unfil',",6,12
"'reintroduc',",6,9
"'barton',",6,20
"'gridlock',",6,25
"'outdoor',",6,15
"['china',",6,47
"'rigor',",6,19
"'tighter',",6,28
"'stockpil',",6,24
"'impati',",6,10
"'poppi',",6,6
"'abund',",6,13
"'carv',",6,9
"'latenight',",6,13
"'emili',",6,9
"'sacramento',",6,10
"'blair',",6,10
"'lucr',",6,16
"'tumor',",6,14
"'ampl',",6,11
"'roslehtinen',",6,14
"'cubanamerican',",6,23
"'alberto',",6,7
"'oleg',",6,7
"'supplement',",6,34
"'taxpayerfund',",6,7
"'spree',",6,7
"'georgetown',",6,26
"'devalu',",6,7
"'headtohead',",6,6
"'bradley',",6,25
"'sergei',",6,166
"'chairwoman',",6,10
"'toplevel',",6,11
"'confin',",6,12
"'hearten',",6,6
"'bernard',",6,7
"'protectionist',",6,31
"'pillar',",6,8
"'upend',",6,19
"'portfolio',",6,48
"'receipt',",6,27
"'discrep',",6,10
"'outweigh',",6,13
"'backped',",6,6
"'unsettl',",6,16
"'sham',",6,7
"'den',",6,7
"'petri',",6,8
"'jensen',",6,6
"'maneuv',",6,23
"'taxfre',",6,22
"'carolyn',",6,7
"'reexamin',",6,11
"'akhmetshin',",6,12
"'scan',",6,19
"'creditor',",6,12
"'overshadow',",6,29
"'clamp',",6,20
"'misus',",6,20
"'barn',",6,7
"'cleaner',",6,9
"'discret',",6,22
"'alloc',",6,32
"'amass',",6,18
"'windfal',",6,12
"'ibrahim',",6,7
"'upgrad',",6,30
"'joan',",6,6
"'commonwealth',",6,12
"'silicon',",6,41
"'guantanamo',",6,11
"'frozen',",6,27
"'airstrik',",6,6
"'statefund',",6,13
"'fraught',",6,19
"'expend',",6,6
"'harshli',",6,18
"'speedi',",6,12
"'widerang',",6,32
"'drift',",6,7
"'rib',",6,9
"'prone',",6,7
"'preferenti',",6,6
"'aviat',",6,52
"'eros',",6,11
"'misrepres',",6,17
"'tumultu',",6,10
"'blindsid',",6,8
"'aarp',",6,8
"'rodrigo',",6,11
"'jurist',",6,16
"'sibl',",6,8
"'realest',",6,10
"'sherrod',",6,30
"'nadler',",6,6
"'swalwel',",6,8
"'tel',",6,27
"'aviv',",6,28
"'tournament',",6,10
"'accumul',",6,14
"'parisagr',",6,6
"'agalarov',",6,11
"'sonni',",6,12
"'bike',",6,9
"'airfield',",6,36
"'statur',",6,12
"'jorg',",6,7
"'mire',",6,18
"'composit',",6,11
"'reconcil',",6,60
"'fatigu',",6,11
"'pornographi',",6,8
"'brett',",6,13
"'talley',",6,9
"'gase',",6,24
"'gambl',",6,8
"'fiduciari',",6,13
"'flore',",6,10
"'limp',",6,11
"'unwarr',",6,9
"'defiant',",6,19
"'hurri',",6,6
"'rosneft',",6,8
"'hallway',",6,12
"'prism',",6,6
"'tangibl',",6,20
"'provinc',",6,27
"'utmost',",6,8
"'modest',",6,42
"'tenet',",6,12
"'dispers',",6,12
"'expenditur',",6,16
"'swap',",6,13
"'highrisk',",6,17
"'montenegro',",6,35
"'junk',",6,43
"'paralyz',",6,9
"'merck',",6,30
"'galleri',",6,7
"'emir',",6,37
"'mid',",6,7
"'whitefish',",6,14
"'zervo',",6,18
"'fransen',",6,14
"'distributor',",6,8
